keyword_lower,count
it department,2
executive influence,2
strategic management of it,2
business value of it,2
procedural justice,2
manufacturing resource planning,2
process management,2
action research,2
chief executive officer (ceo),2
u.s. state government,2
public policy,2
integration,2
social networking,2
holistic governance,2
websites,2
developing countries,2
key issues,2
community,2
management techniques,2
empirical research,2
agile engineering,2
manager,2
business componentization,2
business services,2
information technology services,2
service oriented business,2
service oriented enterprise,2
decision support requirements,2
methodology,2
senior executives,2
process categorization,2
process improvement,2
process prioritization,2
careers,2
curriculum design and development,2
groupware,2
cio failures,2
managerial styles,2
participative management,2
quality circles,2
theory x,2
theory z,2
clinical information systems,2
it adoption,2
it impact,2
behavior,2
institutional theory,2
information systems management,2
compensation,2
trends,2
managers,2
gcio system,2
italy,2
eco-mobility society,2
organizational change,2
health,2
cio appointments,2
project planning,2
complexity,2
healthcare interoperability framework,2
model driven architecture (mda),2
business analytics,2
mba,2
sarbanes oxley (sox) act,2
information systems leadership,2
information resources management,2
narrative inquiry,2
access control,2
is organization of the future,2
technology outlook/trends,2
best practices,2
internet,2
health care,2
job design,2
mentor,2
australia,2
analytics,2
chain information systems (cis),2
cluster analysis,2
data mining,2
manufacturing industry,2
productivity,2
productivity paradox,2
service industry,2
weka,2
information technology leaders,2
recruitment,2
stakeholders,2
success,2
health insurance portability and accountability act (hipaa),2
strategic decision making,2
planning effectiveness,2
it assets,2
information resource management,2
structural equation models,2
survey research/design,2
cross-cultural,2
content analysis,2
it assimilation,2
brand architecture,2
e-commerce,2
it structure,2
libraries,2
strategic information system management,2
help desk,2
multinational firms,2
rankings,2
knowledge exchange,2
ceo/cio communication,2
communication frequency,2
managerial communication,2
cio demand-side leadership,1
measurement and knowledge management process,1
big five personality framework,1
it advancement,1
organizational hierarchy depth,1
interview-based exploratory mixed-method study,1
audit fees,1
internal control quality,1
business process architecture,1
riva method,1
srbpa,1
corporate strategy,1
leadership framework,1
mission,1
objectives,1
business-minded,1
adaptation,1
dynamic managerial capabilities,1
chief data officers,1
chief digital officers,1
leadership transition,1
organizational socialization,1
role theory,1
it management flexibility,1
anomaly,1
cloud security,1
hybrid,1
signtaure,1
ehealth,1
general user satisfaction,1
dispersed teams,1
media synchronicity,1
social presence,1
virtual teams,1
data security breaches,1
clinical informatics curriculum,1
graduate medical education,1
longitudinal gme,1
system use,1
user satisfaction,1
business process management,1
cyber data sharing,1
cyber war gaming,1
cybersecurity data analytics,1
cybersecurity metrics,1
financial systems,1
operational risk,1
security testing,1
systemic vulnerabilities,1
berlin declaration,1
public administration (pa),1
government chief data officer,1
government data governance,1
institutional mode of data governance,1
opening government data,1
gender bias,1
women developers,1
fixed price,1
offshore outsourcing,1
onshore outsourcing,1
price per function point,1
price per story point,1
ceo compensation,1
disclosure delays,1
firm profitability,1
ai orientation,1
board diversity,1
public firms,1
digital knowledge coupling,1
executive digital background,1
firm ambidextrous innovation,1
principal,1
teacher development,1
teacher learning,1
environmental communication,1
government communication leadership,1
social readiness,1
the ring of fire,1
it procurement,1
principal agent theory,1
technical specifications,1
organizational design,1
industry partnerships,1
practice-based research,1
behavioral intention to use,1
online learning mechanisms,1
configurational methods,1
it reporting structure,1
qualitative comparative analysis,1
big data analytics capabilities,1
management accountant,1
organizational innovation performance,1
process-oriented dynamic capabilities,1
it decision making,1
labour power,1
private property,1
total view,1
work process,1
cloud-based communicable disease surveillance,1
social exchange,1
chief digital officer (cdo),1
chief marketing officer (cmo),1
general data protection regulation (gdpr),1
marketing data,1
corporate performance,1
green it strategies,1
regulatory focus,1
regulatory stakeholder influence,1
sustainable development,1
expectation confirmation theory (ect),1
it outsourcing success,1
digital technology,1
it portfolio,1
polynomial regression,1
response surface analysis,1
'benefits of iot in businesses',1
'challenges of iot in businesses',1
'conducting literature review',1
'e-tailing',1
'information systems',1
'internet of things',1
'potential benefits of iot in retail businesses',1
'potential challenges of iot in retail businesses',1
'the potential use of iot in retail businesses',1
'the use of iot in businesses',1
keywords that were used in the search included but not limited to,1
board dynamics,1
systematic literature analysis,1
application programming interfaces,1
boundary resources,1
relational view,1
executives’ trades in a firm’s stock,1
it newness,1
senior executive,1
small and medium enterprises,1
toe framework,1
personal characteristics,1
customer concentration,1
executive attention orientation,1
manufacturing firms,1
iaas,1
iiot,1
ios,1
paas,1
ereadiness,1
indonesia,1
information technology strategic plan,1
definition,1
implication of role of it,1
incubate business,1
ehr adoption,1
emr adoption,1
enterprise technology research,1
fear of missing out,1
flexibility,1
future of work,1
hybrid working,1
organizational policy,1
work from home,1
changing the role of it,1
lapan,1
ai,1
business leader,1
artificial neural network,1
corporate disclosure,1
digital integration,1
information disclosure,1
organisational efficiency,1
complexity theory,1
mixed-method,1
text mining,1
cio roles and capabilities,1
fourth industrial revolution (4ir),1
information systems (is),1
theoretical literature synthesis,1
functional it employees,1
cancer,1
tobacco,1
digital bank,1
role of information technology,1
strategic,1
circular economy,1
energy industry,1
food industry,1
learning organization,1
machine to machine,1
mechanical engineering,1
production processes,1
energy efficient software,1
green software,1
software economics,1
software post-development issues,1
software sustainability,1
customer experience,1
policy analysis,1
public management,1
public organizations,1
cio hierarchical position,1
ict literacy,1
foundational capability building blocks,1
it/digital capability,1
it/digital maturity,1
mathematical model,1
multiple criteria,1
democracy,1
electoral incentives,1
political representation,1
regional variance,1
vaccination,1
strategic agility,1
strategic change,1
big medical data,1
data analyzing,1
jordan hospitals,1
scalability,1
big data governance,1
competency-based education,1
health professions,1
bring your own device,1
byod information security behavioural model,1
information security culture,1
unintended administrator,1
chief information officer compensation,1
topic modeling,1
wireless and mobile strategy,1
ransomware,1
security breach,1
teaching case study,1
business value from it,1
information leadership,1
structural mechanisms,1
exploratory research,1
technological frames,1
causes and factors of failure,1
foreign internet firms,1
patriotic tendencies,1
perceived globalness,1
sustainable business model,1
collaborative software tools,1
mathematical models,1
good practices,1
is services,1
nearshoring,1
offshoring,1
organizational concepts,1
cio-cmo relationship,1
executive staff,1
leadership strategy,1
component-based structural equation modelling,1
organisational life cycle,1
organisational life cycle measures,1
scale validation,1
risk-taking,1
disaster recovery simulation,1
emerging information technology,1
what-if analysis,1
digital fitness,1
leadership styles,1
qualitative analysis,1
resource bundling,1
innovation culture,1
it human capital,1
structural equation modelling,1
constructivism,1
human rights,1
international history,1
international humanitarian law,1
international society,1
responsibility to protect,1
digital services,1
cybersecurity leadership,1
information technology leadership development,1
leadership complexity,1
latin america,1
motivation to lead,1
occupational culture,1
cio role expectations instrument,1
repeated indicators approach,1
university libraries,1
usa,1
enterprise resource planning systems,1
exploitation learning,1
exploration learning,1
external support,1
integrated information systems,1
management accounting systems,1
management control systems,1
leader,1
leadership activities,1
cancer survivorship,1
cancer treatment,1
clinical champion,1
evidence-based tobacco dependence treatment,1
evidence-to-practice,1
health systems,1
implementation science,1
oncology care,1
organizational support and buy-in,1
information processing theory,1
management earnings forecasts,1
agile management,1
awards,1
employee recognition,1
employee retention,1
management morale,1
contextual,1
level of abstraction,1
organisational strategy,1
ai in business,1
business management,1
data-driven solutions,1
it strategies,1
integration technology barriers,1
technology integration in higher education,1
technology integration in the classroom,1
technology integration models,1
cyberattacks,1
frequency disclosure,1
is executives,1
cloud applications for banking,1
cloud models,1
online family business,1
competitors,1
spillover effect,1
crisis leadership,1
healthcare it,1
it function resilience,1
it resilience,1
erp post-implementation,1
pls approach,1
regulatory reform,1
bert,1
cybersecurity risks,1
data breaches,1
deep learning,1
it employee turnover,1
continuous deployment,1
continuous integration,1
health information system,1
health services research,1
organization theory,1
keynote,1
micro and meso level,1
micro-foundation theory,1
technology absorptive capacity,1
career variety,1
digital exploration,1
role tenure,1
upper echelons perspective,1
ceo overconfidence,1
industry competitiveness,1
firm characteristics,1
r&d investments,1
educational programmes,1
networks of universities,1
cancer hospitals,1
market factors,1
anxiety about pursuing school leadership,1
leadership self-efficacy,1
perceived role ambiguity,1
school leadership prototypes,1
teachers,1
collaborative it governance,1
public sector it,1
workforce development,1
assessment prototype,1
co<sub>2</sub> forecasting,1
digital decarbonization,1
greenhouse gas emissions,1
net zero,1
dsr,1
e-government reference architecture,1
e-government theory,1
theory of practice,1
togaf,1
common platforms,1
government as a platform,1
government digital services,1
platform government,1
information system success model,1
perceived usefulness,1
demand,1
job fit,1
lda,1
supply,1
cloud computing success model,1
health care services,1
information systems success model,1
distributed database transactions,1
ethereum,1
extra-functional properties,1
hyperledger fabric,1
information systems applications,1
software architecture,1
software functional properties,1
it manager's leadership,1
quality of work life,1
requisite soft skills,1
transformational and transactional behaviors,1
extension,1
replication,1
turnover,1
it assessment,1
it strategic grid,1
mmaf it role,1
information culture,1
information governance effectiveness,1
information governance of higher education institution,1
information governance processes,1
business intelligence systems,1
project management maturity,1
technology acceptance model,1
board leadership structure,1
communities of practice,1
government chief information officers,1
guidelines,1
cyber capability,1
digital tools,1
infrastructure,1
internet access,1
network access,1
rural communities,1
configuration,1
fuzzy-set qualitative comparative analysis (fsqca),1
mutual communication,1
cio reporting relationship,1
delphi,1
q-sort,1
information technology and business strategy alignment,1
organization strategy,1
strategic transformations,1
strategy framework,1
organizational change management,1
decision maker,1
purchasing process,1
social medium,1
it security governance,1
reporting structure,1
security breaches,1
coo,1
baseline,1
colored petri nets,1
quantitative evaluation,1
security metrics,1
service migration,1
stochastic processes,1
climate-related information disclosure,1
common institutional ownership,1
greenwashing,1
cloud implementation,1
modernization efforts,1
open innovation approach,1
quick wins,1
health information exchange,1
healthcare it leadership,1
normative guidelines for hies,1
customer management,1
role play,1
digital transformations,1
adoption of technology,1
business value creation,1
consumer technology,1
technology life cycle,1
information technology outsourcing,1
superordinate second-order construct,1
expert knowledge management,1
hunch,1
intuition,1
revealed causal mapping,1
cio appointment,1
stock market reaction,1
next generation,1
|uygadsuslsg,1
control systems,1
critical infrastructure,1
cyber security reference architecture (csra),1
defense-in-depth,1
did,1
ml,1
mosaics,1
policy,1
ra,1
reference architecture,1
zero trust,1
zt,1
corporate social performance,1
corporate social responsibility,1
financial resource,1
innovative culture,1
labor productivity,1
business-it strategic alignment process,1
cas,1
complex adaptive system,1
remote working,1
work-from-home,1
internationalization,1
sustainable,1
contractors,1
gender,1
strategy formulation,1
covid-19 pandemic,1
romania,1
business informatics,1
corporate performance management,1
economics efficiency,1
reference model,1
critical factors,1
iso 38500,1
bimodal,1
it agile,1
it lean,1
it role,1
organization dynamics,1
share service,1
computers,1
delivery of healthcare,1
health information systems,1
healthcare outcomes assessment,1
executive turnover,1
information security breach incidents,1
big-five,1
innovation for it,1
technology readiness,1
chief operating officer,1
chief strategy officer,1
chief technology officer,1
online product businesses,1
tobin’s q,1
impact,1
mechanisms,1
cio characteristics,1
structural capital,1
bibliometric analysis,1
main path analysis,1
research agenda,1
cobit,1
it costs,1
children's education,1
responses,1
analytic network process (anp),1
control objectives for information and related technology (cobit),1
it roadmap,1
technique for order of preference by similarity to ideal solution (topsis),1
hotels,1
overcoming strategies,1
data sharing,1
departmental collaboration,1
leadership ecosystem,1
local government data management,1
burnout,1
electronic health record use,1
organizational strategy,1
bimodal it,1
dual it structure,1
taxonomy,1
change agentry model,1
corporate,1
tenure,1
microsoft power platform,1
powerapps,1
powerautomate,1
sharepoint,1
competitive pressure,1
digital investment,1
consortium,1
"smes, toe framework.",1
toe framework.,1
stereotypes,1
covid reset,1
organizational citizenship behavior,1
hierarchy-of-effects model (hoe),1
information technology outsourcing (ito),1
ccio,1
crio,1
tax return reporting,1
cognitive coordination,1
managerial games,1
shared cognition,1
transactive memory systems,1
computer simulation,1
organizational models,1
leadership behaviour,1
universities,1
data-driven leadership,1
industrial revolution,1
multiple directorships,1
fabrication,1
khaldunian studies,1
khaldunian text,1
dilution effect,1
internal audit,1
judgment,1
representativeness,1
skeptical judgment,1
skepticism,1
communication skills,1
role in an organization,1
ai ethical,1
awareness,1
determinants and consequence,1
avoid remote project management mistakes,1
building strong remote teams,1
creating good remote work environments,1
ethical software project,1
how to build good remote teams,1
how to manage expectations,1
how to manage remote software projects,1
leadership guide to remote software project management,1
pragmatic agile leadership,1
remote agile management,1
too mistakes in managing software projects,1
it decision making and planning,1
item refinement,1
dt,1
ai and big data adoption,1
corporate value,1
esg performance,1
smart manufacturing,1
redundancy,1
signaling,1
chief information office and higher education.,1
ethnic imbalance,1
gender imbalance,1
university administration,1
green innovation,1
cloud computing adoption,1
security concerns,1
theory of planned behavior,1
cio-modelle,1
deutsche hochschulen und universitäten,1
dfg,1
it-governance,1
peer support,1
physical health,1
service provision,1
workplace integration,1
multisourcing,1
sourcing outcomes,1
abv,1
attention configuration,1
it background,1
artificial intelligence (ai),1
efficiency impact,1
public service delivery,1
bis implementation challenges in small,1
bis implementation in service industry,1
business intelligence solution implementation in start-ups,1
medium and large enterprises,1
sustainable growth,1
credentials,1
faculty,1
it faculty,1
it program leaders,1
"jan mendling, brian t. pentland, jan recker",1
rework,1
system efficiency,1
system evaluation,1
system evaluation theory,1
cloud sourcing,1
it development,1
it maintenance,1
innovative capability,1
employee turnover,1
federal it workforce,1
organizational theory,1
digital security governance,1
high reliability organizations,1
is-security,1
digital transformation responsibility,1
followership,1
orchestra,1
systems-psychodynamics,1
earnings management,1
saudi arabia,1
cardholder data,1
cardholder data environment,1
cde,1
chd,1
encryption,1
mastercard visa,1
payment networks,1
payments,1
pci,1
pci dream team,1
pci dss,1
cio strategic leadership,1
knowledge integration.,1
business leadership,1
digital migration,1
strategy development,1
control,1
it employees,1
it/is competences,1
it/is function,1
it/is organization,1
3d printing,1
additive manufacturing,1
am security,1
department of defense,1
dod,1
nist rmf,1
cdo role,1
interpretive study,1
prototype,1
data ecosystem,1
rdi-activities,1
universities of applied sciences,1
software development methodology,1
software requirements,1
software requirements management,1
global software development,1
software services,1
bridging,1
decoupling,1
grafting,1
institutional entrepreneurship,1
logic of action,1
organizational tensions,1
entrepreneurial orientation,1
saudi arabian manufacturing firms,1
strategic human resource management,1
technology capability,1
technology innovation,1
information technology material weaknesses,1
sox section 404,1
higher education institutional,1
is success model,1
agile business,1
consumerisation,1
fuzzy set qualitative comparative analysis (fsqca),1
tmt,1
asset management,1
bim,1
data analysis,1
collectivism,1
employee performance,1
ethical leadership,1
individualism,1
organizational citizenship behaviour,1
design methods,1
generalist,1
intelligent,1
specialist,1
standards,1
competency framework,1
core competencies,1
archi,1
archimate,1
enterprise modeling,1
recommender systems,1
cyber-security,1
qualitative inquiry,1
digital business strategy,1
digital government strategy,1
composable enterprise,1
enterprise business capability,1
variable-scale data analysis,1
social media strategy,1
psychosocial characteristics,1
global sourcing,1
human/computer interaction,1
is management and governance,1
is strategy and alignment,1
it for competitive advantage,1
social and organisational impacts,1
communication management,1
analytical hierarchy process,1
online businesses,1
strategic alignment of it and businesses,1
crosswalk,1
data validation,1
enterprise resource planning (erp) systems,1
silo effect,1
"evaluation, scale development, hospital",1
attack,1
confidentiality,1
cybercrime,1
hospitality,1
steganography,1
it chargeback,1
it–business strategic alignment,1
ontologies,1
anti-bacterial agents,1
health care evaluation mechanisms,1
polypharmacy,1
quality of health care,1
digital transforming capabilities,1
organization culture,1
insourcing,1
asset security,1
business continuity process,1
cissp domains,1
cissp exam,1
cissp exam prep,1
disaster recovery,1
security and risk assessment,1
security engineering,1
security frameworks,1
strategic signal,1
emergent leadership,1
leadership development,1
mentoring,1
collaboration capability,1
leadership capability,1
supply chain resilience,1
sustainable supply chain performance,1
technologies,1
e-governance application,1
e-government application,1
performance analysis,1
usability analysis,1
data management [l01.399.375],1
data processing,1
electronic health records and systems,1
interfaces and usability,1
software design [l01.224.900.820],1
software validation [l01.224.900.868],1
user-centered design [l01.224.900.900],1
is risk,1
digital archives,1
digital curation,1
free and open-source software,1
health information security,1
hipaa,1
information security management systems,1
nist csf,1
power dynamics,1
it business value communication,1
it business value measurement,1
organizations,1
operational capabilities,1
car,1
cost of data breach,1
public disclosure,1
clouds,1
deployment,1
cloud adoption,1
operational capability,1
behavioral theory of the firm,1
performance aspiration,1
attributions,1
leadership behaviors,1
leadership meta-talk,1
romance of leadership,1
talking-doing gap,1
interim management,1
part-time management,1
virtual cio,1
human resource development,1
tourism,1
it governance adoption,1
online stores,1
strategist cio,1
issue selling,1
municipality,1
website,1
innovation capability,1
r&d investment,1
cio incentives,1
ciso (chief information security officer),1
isms (information security management system),1
iso (international organization for standardization),1
moderation effect analysis,1
multiple regression analysis,1
resource-based view (rbv),1
security management activities,1
demand-side roles,1
information intensity of the value chain,1
role configuration,1
supply-side roles,1
democratisation,1
enterprise software,1
low-code,1
top management commitment,1
breach disclosure,1
breach prevention,1
computer incident response team,1
cybersecurity case,1
information security management,1
public cloud,1
security audit,1
visualization,1
business value of accounting information systems,1
technical debt,1
continuous assessment,1
firm value,1
it corporate governance,1
it-intensity,1
relational capital,1
cloud storage,1
records disposal,1
competency,1
digital era,1
risk,1
information technology control weaknesses (itcws),1
internal controls,1
sarbanes-oxley,1
managerial skills,1
training of cios,1
university cios,1
university digital strategy,1
chief diversity officer (cdo),1
dei in higher education,1
higher education change,1
leading transformation,1
organization development and change,1
strategic diversity leadership,1
transformational change,1
transformational leadership capabilities,1
transformational leadership practices,1
transformational leadership styles,1
agile methodology,1
work plan,1
hospitality industry,1
ceo optimism,1
language style matching,1
technological innovation value,1
best practices higher education institutions baseline implementation information technology governance mechanisms,1
hospital information technology,1
transition cio,1
industry it intensity,1
market turbulence,1
operating efficiency,1
classroom design,1
digital divide,1
applications,1
it workforce,1
enterprise software selection,1
organizational buying behaviour,1
corporate green investment,1
resource endowment,1
supply chain,1
adoption of ir 4.0 technologies,1
firm innovation,1
operating cash flows,1
resource dependence theory,1
large businesses,1
security technologies,1
small and medium businesses,1
cooperation,1
ecosystem,1
legal view of agency theory,1
qualitative comparative analysis (qca),1
spillover uncertainty,1
trading volume,1
executive power,1
managerial power,1
infrastructure security,1
secured business,1
secured business model,1
secured operations,1
secured operations model,1
security business drivers,1
security services,1
cdio,1
functional tmt members,1
benchmark,1
complementary approach,1
goal-orientation,1
simulation,1
"appointment, cio",1
"chief digital officer, cdo",1
expert power,1
"new position, succession",1
prestige power,1
signaling theory,1
security compliance,1
ceo duality,1
cio presence,1
school’s it environment,1
it human resource,1
it unit,1
it-embedded product innovation,1
knowledge management (km),1
leadership style (path goal theory),1
character,1
glass ceiling,1
it security compliance,1
sticky floors,1
factors determining quality,1
iso/iec 25000,1
iso/iec 9126,1
software quality,1
continuous improvement,1
health system,1
healthcare planning,1
cio business focus,1
cio c-level access,1
cio c-suite access,1
executive,1
reporting line,1
reporting relationship,1
cultural dimension,1
open government,1
participation,1
state governments,1
theory of punctuated equilibria,1
transformation,1
typology,1
critical success factors (csfs),1
hit implementation,1
information technology (it) managers,1
information officer (xin xi guan,1
public cio,1
xin xi zhu guan),1
economic downturn,1
strikes,1
trade unions,1
employee's attitude,1
job satisfaction,1
leadership program,1
executive relationships,1
collective effort model,1
project teams,1
social loafing,1
accounting,1
information technology governance,1
sarbanes oxley act,1
facebook,1
mixed research,1
smart,1
twitter,1
alternative dispute resolution,1
consumer protection,1
credit score,1
data protection,1
identity theft,1
readiness assessment,1
crudi,1
bpr,1
erp failures,1
erp issues,1
india,1
sap,1
"systems, analysis and products",1
eis,1
accommodation businesses,1
causal model,1
q for tourist quality,1
quality management,1
social impact results,1
information quality,1
it quality management,1
service quality,1
crisis,1
c-suite technology plans,1
collaboration attributes,1
corporate openness,1
customer data,1
customer engagement,1
customer individualization,1
customer relationships,1
innovation partnerships,1
technology future,1
artifacts,1
design patterns,1
design science methodology,1
cio compensations,1
cio power,1
institutional isomorphism,1
resource-based theory,1
data growth,1
information artifact,1
information life cycle management,1
corporate innovation,1
risk appetite,1
firms’ performance,1
italian firms,1
it competence it value,1
business owner,1
current awareness,1
hair salon,1
page view,1
business capabilities,1
scor,1
it decision-making,1
it portfolio management,1
cultural dimensions,1
political behavior,1
political strategies and culture model,1
system development life cycle,1
information technology (it) manager,1
critical capability,1
it cmf,1
it risks,1
cognitive diversity,1
problem solving,1
cio system,1
institutional dilemmas,1
corporate governance of information technology (cgit),1
resource-based theory (rbv),1
malaysia,1
information system function,1
information system management,1
tool for chief information officer,1
egovernment strategy,1
quality public services,1
toe model,1
non-parametric estimation,1
parametric survival model,1
proportional hazards model,1
itg and university,1
itg in malaysia,1
innovativeness,1
organizational characteristics,1
armed conflict,1
host country,1
humanitarian relief,1
requisite variety,1
lutheran and christian leaders,1
pastors and bishops,1
women bishops,1
bundled payments,1
bundling,1
capitation,1
cost control,1
episodes of care,1
imaging utilization,1
integrated care,1
